NewDepot -1 5.0,5.0 5
NewVehicle -1 9.586596245046971,0.16999866687968712 1 10
NewVehicle -1 7.067572672888104,7.932875242702534 1 10
NewVehicle -1 0.3735645043189595,3.092657495731456 1 10
NewVehicle -1 0.40713068795099505,7.678838159167332 1 10
NewVehicle -1 5.81966338253811,9.77410586973465 1 10
NewParcel 7333532094 9.452101732063781,1.5487823993775385 2.2744813737904437,1.8987457553256903 0 1 7333538372/7333545815=7333762405/7333769848
NewParcel 7334273149 6.120791588617278,2.4953961134271294 3.4109508798525265,7.593861357008728 0 1 7334273562/7334292735=7334561581/7334580754
NewParcel 7334988784 1.8845427555664707,3.323500089651864 2.9668681610782976,2.772907234896609 0 1 7334994804/7335002763=7335296428/7335304387
NewParcel 7335639090 0.18774239525664593,2.5590947484075066 9.74113229261135,9.718551597533725 0 1 7335639339/7335658840=7335890948/7335910449
NewParcel 7336368306 1.9362220535845864,1.914710244466753 0.56947828929373,2.320327205199191 0 1 7336374348/7336382263=7336631413/7336639328
NewParcel 7337189298 5.984480901896539,4.7378239714798775 5.362634409510804,2.7617298536085357 0 1 7337190046/7337208549=7337470608/7337489111
NewParcel 7337876396 2.7631658416116203,3.248955150104107 6.622627704188781,2.475503786991001 0 1 7337886212/7337886579=7338172733/7338173100
NewParcel 7338530470 9.835875263221483,7.420991114409889 2.851302339481819,5.843678685494727 0 1 7338531975/7338548964=7338779175/7338796164
NewParcel 7339274653 0.6743449439197569,0.8513133594702038 7.7651113846367315,7.618920673950854 0 1 7339280623/7339288682=7339502310/7339510369
NewParcel 7339983650 0.44108175792496374,1.478284148723017 9.730245923019986,7.543758644187585 0 1 7339993301/7339993998=7340251584/7340252281
NewParcel 7340644113 5.068504354302678,7.493653920903359 8.332164338463382,8.144248561442653 0 1 7340647463/7340660762=7340943134/7340956433
NewParcel 7341488084 2.4236564018448425,1.3024570751634879 7.493581686105392,4.174639803780056 0 1 7341497978/7341498189=7341761241/7341761452
NewParcel 7342236035 6.847553269445537,6.88195287240474 7.054985799680632,4.689604938460774 0 1 7342240826/7342251243=7342446944/7342457361
NewParcel 7343030583 0.8582254318511184,8.391178211875662 7.231738032777704,1.2205946744933938 0 1 7343031353/7343049812=7343316158/7343334617
NewParcel 7343736470 0.3065196927414493,0.3826731188793664 2.8618256585469073,8.032881704994322 0 1 7343741072/7343751867=7343966698/7343977493
NewParcel 7344426939 1.7737221855724172,2.4679405617440455 6.858323452849026,2.9398551040776786 0 1 7344429050/7344444827=7344650622/7344666399
NewParcel 7345271173 3.500065957769957,3.788205978753816 4.780632900936999,9.651129513445232 0 1 7345275930/7345286415=7345485338/7345495823
NewParcel 7346081974 3.6331831498980716,5.142034929444142 4.938555882109429,5.13102906976291 0 1 7346090685/7346093262=7346363963/7346366540
NewParcel 7346877425 2.0855677791407445,9.121375964592517 0.9432682176896978,7.944009637442009 0 1 7346882223/7346892626=7347132449/7347142852
NewParcel 7347554772 4.790108021133131,1.1075863097448435 6.1192561207515395,6.0635835447425475 0 1 7347559992/7347569551=7347797998/7347807557
NewParcel 7348369322 1.6427545210225558,6.479007382102341 1.6912763880906623,5.121305395927922 0 1 7348369778/7348388865=7348600375/7348619462
NewParcel 7349155669 1.9213822121844149,1.8816506413358713 3.160402702311025,0.5723866591611682 0 1 7349162901/7349168436=7349394691/7349400226
NewParcel 7349923097 3.469913738095405,0.9145540141241781 1.7832237274027574,9.754496187261672 0 1 7349929067/7349937126=7350151321/7350159380
NewParcel 7350601545 4.436761881283397,7.081377067080913 0.5682496287332517,2.3163138494720137 0 1 7350605143/7350617946=7350885606/7350898409
NewParcel 7351309033 8.856657083199615,9.359790772024429 6.70359679864775,9.992395846964074 0 1 7351314166/7351323899=7351597045/7351606778
NewParcel 7352156002 9.864920960705284,8.24022981473777 4.83000630101388,9.200917176600566 0 1 7352160939/7352171064=7352394714/7352404839
NewParcel 7352896536 6.833248550257189,2.585567388992188 8.073263804249672,2.4408518273378785 0 1 7352902567/7352910504=7353202668/7353210605
NewParcel 7353680971 5.216061452082979,0.16327469003452721 6.250080613988871,6.965154907187701 0 1 7353684344/7353697597=7353936112/7353949365
NewParcel 7354358927 0.3964957230177446,7.201627358991813 3.161498583034054,1.7065072106174883 0 1 7354363436/7354374417=7354596193/7354607174
NewParcel 7355026329 9.321085125670802,4.821526084282397 7.387883650651982,5.93218634980145 0 1 7355034797/7355037860=7355248223/7355251286
NewParcel 7355804516 6.212203657099998,2.69548504331927 3.499566542030771,5.6046259281776 0 1 7355805854/7355823177=7356105278/7356122601
NewParcel 7356584070 1.147329231261165,2.785359339402649 3.097197838644888,5.92422635818189 0 1 7356588446/7356599693=7356886030/7356897277
NewParcel 7357260518 2.794191022799758,8.51036876787192 7.595874534737261,1.0309790251324047 0 1 7357268615/7357272420=7357532823/7357536628
NewParcel 7358033608 9.090863166016138,7.196982435397321 7.167106855286415,4.34146538747786 0 1 7358036809/7358050406=7358322914/7358336511
NewParcel 7358836376 2.1598678381121807,6.162225217265945 2.752681482092462,5.497795919133054 0 1 7358843140/7358849611=7359112947/7359119418
NewParcel 7359504762 6.245348557905544,5.281971843141121 0.5644883987279381,2.4050490685051984 0 1 7359514337/7359515186=7359753660/7359754509
NewParcel 7360293057 9.962377697694722,1.3957860943769118 0.9843723438646701,9.33377491641634 0 1 7360301079/7360305034=7360568917/7360572872
NewParcel 7360985000 6.647461647164458,2.3998717229306266 6.2780694527059655,4.564122738950358 0 1 7360986435/7361003564=7361280185/7361297314
NewParcel 7361744876 9.099301294021116,1.3796971198092522 4.037295067924303,3.5481593180980897 0 1 7361748144/7361761607=7362044567/7362058030
NewParcel 7362397486 7.498878189287542,3.63385326504115 5.764043225327992,6.066936535676829 0 1 7362399511/7362415460=7362631564/7362647513
NewParcel 7363220413 1.797921305232203,1.9407109359166153 2.5111593998144563,8.358873528775831 0 1 7363225753/7363235072=7363480801/7363490120
NewParcel 7363976509 2.3648211030776345,7.919438270110593 1.9932509656413055,3.6960142518840344 0 1 7363984600/7363988417=7364259889/7364263706
NewParcel 7364809092 5.177052598491319,9.83694041360019 4.081997478113482,7.3847234142716704 0 1 7364812048/7364826135=7365038736/7365052823
NewParcel 7365566848 0.349169448138279,9.712285106705123 4.099922474002858,4.66738409647355 0 1 7365576156/7365577539=7365823569/7365824952
NewParcel 7366319976 5.285432160908785,5.070176310692725 5.826688972304359,2.501658300812173 0 1 7366323830/7366336121=7366621020/7366633311
NewParcel 7367073641 6.246131935559845,3.1950369715608873 8.631982980348186,8.693873069256185 0 1 7367077541/7367089740=7367339589/7367351788
NewParcel 7367779342 4.6166734519012875,8.237266525213409 5.649046516319972,4.36309588224394 0 1 7367780999/7367797684=7368002927/7368019612
NewParcel 7368489309 6.668480575956695,4.0232316329378985 2.4029206534123517,8.212461301215422 0 1 7368494789/7368503828=7368776309/7368785348
NewParcel 7369293605 8.100782420271335,7.9205571670110695 7.807465535583585,3.584309215721029 0 1 7369295040/7369312169=7369584767/7369601896
NewParcel 7370124113 7.1523493077327895,3.6102752647892755 1.9452155604667576,1.775701500727851 0 1 7370130213/7370138012=7370428374/7370436173
NewParcel 7370804142 2.5722352605125707,3.117398651545286 7.544134816760037,7.590876178393246 0 1 7370813131/7370815152=7371047168/7371049189
NewParcel 7371466895 5.238592762698317,0.9514785091007205 4.56533357934471,5.607200600014133 0 1 7371467404/7371486385=7371755281/7371774262
NewParcel 7372260594 4.714620814067398,5.7087109298468 9.815810725944083,8.131192204659149 0 1 7372269432/7372271755=7372510828/7372513151
NewParcel 7373102573 4.530709415868329,6.987153350789903 6.000281164936407,8.321161441152146 0 1 7373109200/7373115945=7373395180/7373401925
NewParcel 7373939191 2.48184336870597,7.966613591604261 7.1261542557220245,4.453045037385117 0 1 7373945115/7373953266=7374152250/7374160401
NewParcel 7374712943 4.729326213716915,6.50477490298508 9.675722981810125,3.805990089587754 0 1 7374720166/7374725719=7374955455/7374961008
NewParcel 7375432678 4.995889059776203,0.10111793565085403 1.4596287404382502,7.144251269573 0 1 7375438700/7375446655=7375727066/7375735021
NewParcel 7376187366 2.6432452024275688,2.5802041538752443 2.565661881418937,7.271963932265803 0 1 7376195176/7376199555=7376451666/7376456045
NewParcel 7376838393 5.921154159691263,2.8458807843334433 5.316962337486011,7.637356241098323 0 1 7376848255/7376848530=7377152484/7377152759
NewParcel 7377669880 9.177054912854572,8.55797323975371 2.6536821924684606,9.4629624230265 0 1 7377675630/7377684129=7377966399/7377974898
NewParcel 7378471067 5.315336522253251,0.08302235144415637 6.8521716238379495,8.378397365024838 0 1 7378477034/7378485099=7378710434/7378718499
NewParcel 7379169326 7.295301361294788,2.570634510853859 2.995754163777258,4.032260698784595 0 1 7379174891/7379183760=7379439601/7379448470
NewParcel 7379826905 4.956889362249198,6.507004214906744 4.111147723426683,8.659726636664477 0 1 7379834100/7379839709=7380092976/7380098585
NewParcel 7380559027 5.963223210923994,9.597170484250594 7.384602018321477,3.0823858429739426 0 1 7380564492/7380573561=7380791941/7380801010
NewParcel 7381325511 2.149036699767132,5.327572684129899 3.3718057849393137,1.1169001484923258 0 1 7381331506/7381339515=7381541519/7381549528
NewParcel 7381992599 5.064049976310724,6.060466546472661 2.6156346498882668,5.869034678670358 0 1 7381992683/7382012514=7382202793/7382222624
NewParcel 7382756220 7.000352778912191,1.0117622721153496 6.585795649357501,3.8896266387954057 0 1 7382759596/7382772843=7383011435/7383024682
NewParcel 7383562442 6.292860663304358,1.9638479704477618 2.3544368016695847,5.669055699095976 0 1 7383566871/7383578012=7383824362/7383835503
NewParcel 7384355397 8.181902704207971,2.0649626250819453 2.921776761981115,3.4467790228629624 0 1 7384361982/7384368811=7384633614/7384640443
NewParcel 7385027494 5.027007091128425,5.566676850937908 7.605825867697015,9.812491037685774 0 1 7385031530/7385043457=7385313552/7385325479
NewParcel 7385841275 2.160945561281802,8.851048388065157 9.410253380127783,3.0754710673866215 0 1 7385841766/7385860783=7386054518/7386073535
NewParcel 7386636786 8.173098096883004,5.599013056284335 8.784468729182148,7.878683767628503 0 1 7386643124/7386650447=7386933118/7386940441
NewParcel 7387332877 0.9112018844791048,1.4515710379164515 5.689975068397316,2.0341922790304934 0 1 7387340569/7387345184=7387546327/7387550942
NewParcel 7388075376 2.9905473791710557,6.015337631840057 4.38706197852378,3.056446135039461 0 1 7388083626/7388087125=7388313670/7388317169
NewParcel 7388879602 3.099681224575892,2.5640127582083916 7.855896446530729,0.37000972435048407 0 1 7388881924/7388897279=7389128698/7389144053
NewParcel 7389559227 1.8916829691919201,8.287338580584278 1.2660750094413187,1.6682899923638084 0 1 7389564186/7389574267=7389778096/7389788177
NewParcel 7390328027 3.7500731693506726,0.4391037716557533 6.408702224834143,4.399828808941606 0 1 7390330597/7390345456=7390603725/7390618584
NewParcel 7391105576 8.218419893923887,6.235758201354738 1.5050544086124251,5.858720400585908 0 1 7391110497/7391120654=7391369952/7391380109
NewParcel 7391852494 7.382702040533189,6.857201416419122 3.3058934293482443,7.855718454737103 0 1 7391859412/7391865575=7392145667/7392151830
NewParcel 7392605373 7.995495062820397,8.401304592401264 0.8954924055297631,4.446592325738892 0 1 7392611453/7392619292=7392817402/7392825241
NewParcel 7393276038 9.63104131832226,5.143732530912908 3.1144359343503814,3.694298514791029 0 1 7393285120/7393286955=7393556988/7393558823
NewParcel 7394124343 2.660264452525638,2.9546242655224484 4.015256772873603,6.941527523987993 0 1 7394132633/7394136052=7394384257/7394387676
NewParcel 7394908220 2.3347942754778597,3.2236974334842294 3.2649722707647824,1.570188904003631 0 1 7394914886/7394921553=7395182277/7395188944
NewParcel 7395659235 7.7690628131269985,0.1453380314538366 0.908583294987404,5.724397501246363 0 1 7395666185/7395672284=7395929675/7395935774
NewParcel 7396426438 7.109533146889403,6.71523721059621 8.40759589091703,5.9735229044811415 0 1 7396434964/7396437911=7396661625/7396664572
NewParcel 7397175824 2.6801261194617587,7.290139336943742 0.3676314750085996,1.3918651712485275 0 1 7397178673/7397192974=7397388093/7397402394
NewParcel 7397927257 2.3929040616834376,7.062262450870527 3.8691863250108627,0.031520100675803686 0 1 7397933110/7397941403=7398165000/7398173293
NewParcel 7398755224 6.213077140007063,1.2999542339528558 4.815601468997851,6.264992290133089 0 1 7398758448/7398771999=7399020943/7399034494
NewParcel 7399474345 8.967392596970104,9.706145734669217 3.212309327146631,9.974125575322878 0 1 7399476295/7399492394=7399779198/7399795297
NewParcel 7400275074 3.284971664661586,3.7461652906576113 1.7914148547699549,1.061906483552768 0 1 7400284101/7400286046=7400511723/7400513668
NewParcel 7401069558 8.959652858954815,7.296475867558963 4.895677913062091,5.263707990099818 0 1 7401075298/7401083817=7401328926/7401337445
NewParcel 7401852172 7.522909340226599,3.4658968365540908 7.035957074758054,9.734533156224 0 1 7401855576/7401868767=7402095989/7402109180
NewParcel 7402573750 3.3163976327235734,2.9408745282101156 3.036176599275502,9.388823033012759 0 1 7402577719/7402589780=7402823583/7402835644
NewParcel 7403273096 4.853204866755492,1.7063629572728112 4.179882670498213,7.469389229178043 0 1 7403279481/7403286710=7403567811/7403575040
NewParcel 7404103857 2.756853102474749,8.493876299305935 7.272446831974281,6.3220372406212935 0 1 7404110986/7404116727=7404401293/7404407034
NewParcel 7404839398 3.0671246956723697,4.808278462621782 6.032982787193756,6.852437885149757 0 1 7404840183/7404858612=7405144279/7405162708
NewParcel 7405632835 7.201774044378061,2.8848694737588367 6.730037107422095,7.641815249839601 0 1 7405636922/7405648747=7405881770/7405893595
NewParcel 7406453919 2.3631824496313882,9.428332157305606 2.475116065946409,7.198008121900116 0 1 7406458231/7406469606=7406739605/7406750980
NewParcel 7407118996 8.679023440868432,5.485102032076199 3.0881135370534385,5.318470702831338 0 1 7407119425/7407138566=7407379549/7407398690
NewParcel 7407774792 1.8659998441451509,5.30072219080317 9.948699868916247,2.0417751646647697 0 1 7407777688/7407791895=7408040393/7408054600
NewParcel 7408491318 2.705712716578624,9.513746755905446 7.747734508040203,5.164176558167347 0 1 7408496830/7408505805=7408719183/7408728158
NewParcel 7409263698 7.121728864151244,0.5377537099213947 7.552766978311017,9.79780419642024 0 1 7409263913/7409283482=7409513636/7409533205
NewParcel 7410017286 3.1469056506487068,0.48303181075191826 8.101686533603795,5.947041290251317 0 1 7410020513/7410034058=7410263933/7410277478
NewParcel 7410754933 3.5700369091504456,4.4695008256817434 4.738582628304274,2.579655990357436 0 1 7410763378/7410766487=7411049001/7411052110
NewParcel 7411579829 5.550884400790423,4.682432402026958 7.905882857694735,9.169245389077918 0 1 7411581305/7411598352=7411829538/7411846585
NewParcel 7412371852 0.9926533422946748,3.022528498696996 5.606824179562243,8.185555860172816 0 1 7412377066/7412386637=7412636967/7412646538
NewParcel 7413189907 3.96097830965871,2.701925069048171 6.7523260806384355,4.509241364073118 0 1 7413195263/7413204550=7413404611/7413413898
NewParcel 7414017247 3.938480051127893,1.6376790369040184 4.806324702978206,0.2476240655320172 0 1 7414019011/7414035482=7414304372/7414320843
NewParcel 7414861325 6.203955270012966,2.994304393474417 3.6436314529858906,5.92801598541791 0 1 7414870380/7414872269=7415149235/7415151124
NewParcel 7415664232 3.1252638593115933,0.7269191078332327 0.034378013922712336,1.545169535351144 0 1 7415671566/7415676897=7415968954/7415974285
NewParcel 7416374327 2.654974382069338,0.4765629417394046 9.669112402191196,3.4394143903264975 0 1 7416375788/7416392865=7416643319/7416660396
NewParcel 7417074185 2.81783086384067,8.669252108292149 6.138605231515498,5.482046089331804 0 1 7417078932/7417089437=7417304408/7417314913
NewParcel 7417854527 3.4791031067937173,5.170332429827128 4.782431048830743,5.544528363958854 0 1 7417855010/7417874043=7418076272/7418095305
NewParcel 7418568318 9.182884113359993,7.345690005504308 5.820386662715185,0.7280704871976762 0 1 7418570521/7418586114=7418857559/7418873152
NewParcel 7419293760 9.349395413362535,5.881388718092362 3.680808720475043,7.330144697148375 0 1 7419294832/7419312687=7419539554/7419557409
